Unnamed: 0,timestamp,timezone,humidity,pm_10,pm_2_5,pm_2_5_sp,temperature,location
0,2023-04-01 07:00:00.000,Asia/Bangkok,73.8616943359375,4.727272727272728,4.727272727272728,4.727272727272728,30.18944854736328,export-pm25_eng-1d.xlsx
1,2023-04-03 07:00:00.000,Asia/Bangkok,67.8724934283952,16.04636591478697,14.58521303258145,14.69924812030075,29.8951434372063,export-pm25_eng-1d.xlsx
2,2023-04-04 07:00:00.000,Asia/Bangkok,62.99595205669363,13.30013927576602,11.93802228412256,11.94289693593315,33.85340107258775,export-pm25_eng-1d.xlsx
3,2023-04-05 07:00:00.000,Asia/Bangkok,59.48205054223121,11.86433566433566,10.73356643356643,10.73356643356643,35.77221914438101,export-pm25_eng-1d.xlsx
4,2023-04-06 07:00:00.000,Asia/Bangkok,66.49357396086693,16.40583738707436,14.75886031966644,14.84016678248784,31.86249797256395,export-pm25_eng-1d.xlsx
5,2023-04-07 07:00:00.000,Asia/Bangkok,67.0573298932781,14.29108635097493,13.01671309192201,13.01740947075209,32.99541369858266,export-pm25_eng-1d.xlsx
6,2023-04-08 07:00:00.000,Asia/Bangkok,60.81536955434113,19.9556338028169,17.89718309859155,18.2225352112676,36.06037845920292,export-pm25_eng-1d.xlsx
7,2023-04-09 07:00:00.000,Asia/Bangkok,60.19132928708899,6.298810356892933,5.615115465360392,5.81665500349895,35.71060531074667,export-pm25_eng-1d.xlsx
8,2023-04-10 07:00:00.000,Asia/Bangkok,60.21641019158838,8.566852367688023,7.598885793871866,7.598885793871866,35.22001644763668,export-pm25_eng-1d.xlsx
9,2023-04-11 07:00:00.000,Asia/Bangkok,60.27275621683629,26.64161447459986,23.62839248434238,23.9178844815588,35.81245565713074,export-pm25_eng-1d.xlsx
10,2023-04-12 07:00:00.000,Asia/Bangkok,59.60332156885649,36.84561891515995,31.27121001390821,33.48261474269819,35.95038677953049,export-pm25_eng-1d.xlsx
11,2023-04-13 07:00:00.000,Asia/Bangkok,58.36025118412456,42.68850174216028,35.18397212543554,39.35261324041812,36.84038541042846,export-pm25_eng-1d.xlsx
12,2023-04-14 07:00:00.000,Asia/Bangkok,59.05511797636665,38.58635097493036,32.46518105849582,35.08217270194986,36.04151691234875,export-pm25_eng-1d.xlsx
13,2023-04-15 07:00:00.000,Asia/Bangkok,58.54445923021341,42.90611961057024,35.27607788595271,39.74687065368568,36.92879518978453,export-pm25_eng-1d.xlsx
14,2023-04-16 07:00:00.000,Asia/Bangkok,57.67974641293246,50.16203059805285,40.2134909596662,49.13351877607789,36.88704828891038,export-pm25_eng-1d.xlsx
15,2023-04-17 07:00:00.000,Asia/Bangkok,61.27273007023634,34.91504178272981,28.99094707520891,33.40320334261838,33.47309803232177,export-pm25_eng-1d.xlsx
16,2023-04-18 07:00:00.000,Asia/Bangkok,58.60164591896094,48.30480167014614,38.95615866388309,46.33959638135003,36.47152894722893,export-pm25_eng-1d.xlsx
17,2023-04-19 07:00:00.000,Asia/Bangkok,59.18450070355963,42.48400556328234,35.04172461752434,39.52642559109875,35.96784610244263,export-pm25_eng-1d.xlsx
18,2023-04-20 07:00:00.000,Asia/Bangkok,66.6725535648269,36.74182324286708,30.40918580375783,34.15588030619346,33.97787392761613,export-pm25_eng-1d.xlsx
19,2023-04-21 07:00:00.000,Asia/Bangkok,63.71142900703016,43.2990264255911,39.01321279554937,43.5653685674548,35.6253128157869,export-pm25_eng-1d.xlsx
20,2023-04-22 07:00:00.000,Asia/Bangkok,67.35737481379392,48.06889352818371,44.93945720250522,51.38830897703549,35.26264039360158,export-pm25_eng-1d.xlsx
21,2023-04-23 07:00:00.000,Asia/Bangkok,69.73733290988423,45.54108635097493,41.39345403899721,44.88857938718663,32.37895041123074,export-pm25_eng-1d.xlsx
22,2023-04-24 07:00:00.000,Asia/Bangkok,65.49214128827418,36.1955462769659,31.96242171189979,31.88935281837161,33.67830089338139,export-pm25_eng-1d.xlsx
23,2023-04-25 07:00:00.000,Asia/Bangkok,61.90472895976399,33.50417246175243,29.12447844228095,26.58762169680111,36.40416634762569,export-pm25_eng-1d.xlsx
24,2023-04-26 07:00:00.000,Asia/Bangkok,61.22957918600724,30.32287308228731,26.4839609483961,24.30125523012552,36.31607534496355,export-pm25_eng-1d.xlsx
25,2023-04-27 07:00:00.000,Asia/Bangkok,61.96303503664318,19.20041753653445,16.57967988865692,13.63952679192763,35.95238862804182,export-pm25_eng-1d.xlsx
26,2023-04-28 07:00:00.000,Asia/Bangkok,61.0255139713088,30.98188153310105,26.52682926829268,23.22229965156794,35.64973603889917,export-pm25_eng-1d.xlsx
27,2023-04-29 07:00:00.000,Asia/Bangkok,60.20185635282468,38.61908077994429,34.19637883008357,34.97353760445682,36.34670565719392,export-pm25_eng-1d.xlsx
28,2023-04-30 07:00:00.000,Asia/Bangkok,61.31365410387308,40.00278357689631,36.2080723729993,37.65066109951287,35.56212232107907,export-pm25_eng-1d.xlsx
29,2023-05-01 07:00:00.000,Asia/Bangkok,60.83755120998475,28.39024390243902,24.51637630662021,21.2808362369338,36.48603358252123,export-pm25_eng-1d.xlsx
30,2023-05-02 07:00:00.000,Asia/Bangkok,62.21956533114779,19.76270006958942,16.92832289491997,13.53514265831594,35.72833608734832,export-pm25_eng-1d.xlsx
31,2023-05-03 07:00:00.000,Asia/Bangkok,71.65730228344489,14.47079276773296,12.42280945757997,9.550764951321279,31.41431742152186,export-pm25_eng-1d.xlsx
